SourceCode,SourceDescription,SourceTermStatus,TargetSourceCode,TargetDescription,TargetTermStatus,TargetDomain,IsRestricted,Source Archetype ID,Source Archetype Node ID,Source Archetype Path,Source Archetype Reference Node ID
3564,Transcript reference sequence,Active,51958-7,Transcript reference sequence identifier Bld/Tiss ID Pt Nom,Active,Lab Test,False,s2-EHR-Node.genomic_variant_result.v1.0.3,id10,/items[id9]/items[id10],s2-EHR-Node.reference_sequence.v1.0.1
1108,Transfer of care,Active,104920-4,Transfer of care Narrative,Active,General,False,s2-EHR-Admin_entry.transfer_of_care.v0.0.1-alpha,id1,/,
3241,Tunnel length,Active,72296-7,Tunneling Wound Len Pt Qn,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id47,/items[id46]/items[id47],
2761,Type,Active,99957-3,Address type Entity Type Pt Nom,Active,General,False,s2-EHR-Node.address.v1.1.0,id11,/items[id11],
3131,Type,Active,91878-9,Mode of communication Event Type Pt Nom,Active,General,False,s2-EHR-Node.electronic_communication.v1.0.2,id2,/items[id2],
1579,Typical moderate exercise,Active,77592-4,Moderate physical activity [IPAQ],Active,General,False,s2-EHR-Assessment.physical_activity_summary.v0.0.1-alpha,id9,/data[id9],
1578,Typical vigorous exercise,Active,77593-2,Vigorous physical activity [IPAQ],Active,General,False,s2-EHR-Assessment.physical_activity_summary.v0.0.1-alpha,id8,/data[id8],
2940,Unique device identifier (UDI),Active,74711-3,Unique device identifier {Device} ID Pt Nom,Active,General,False,s2-EHR-Node.device.v1.1.2,id22,/items[id22],
1038,Urgency,Active,78927-1,Procedure urgency Patient Type Pt Ord,Active,General,False,s2-EHR-Action.procedure.v1.4.3,id59,/description[id59],
1335,URI to original data,Active,104985-7,Resource identifier [URI] for device [URI] Narrative,Active,General,False,s2-EHR-Assessment.device_summary.v0.0.1-alpha,id24,/data[id23]/items[id24],
5567,Usage identifier,Active,97846-0,Name use Person Find Pt Nom,Active,General,False,s2-Entity-Party_identity.person_name.v0.0.1-alpha,id21,/description[id21],
2762,Use,Active,99958-1,Address use Entity Type Pt Nom,Active,General,False,s2-EHR-Node.address.v1.1.0,id15,/items[id15],
1730,Use comment,Active,f1054a1e-afa6-eb11-8f9e-000d3a996e40,Comment Find Pt Patient Nar,Active,General,False,s2-EHR-Assessment.specimen_summary.v1.1.0,id28,/data[id23]/items[id28],
5398,Vaccination list,Active,41291-6,Immunization Patient Hx Pt Nom,Active,General,False,s2-EHR-Section.immunisation_list.v0.0.1-alpha,id1,/,
5399,Vaccinations administered,Active,30956-7,Type Vaccine ID Pt Nom,Active,General,False,s2-EHR-Section.immunisation_list.v0.0.1-alpha,id2,/items[id2],s2-EHR-Action.medication.v1.2.2
3132,Value,Active,104917-0,Communication phone number or email address Person,Active,General,False,s2-EHR-Node.electronic_communication.v1.0.2,id3,/items[id3],
1161,Verification status,Active,104932-9,Verification status Narrative,Active,General,False,s2-EHR-Assessment.adverse_reaction_risk.v2.0.0,id64,/data[id64],
4185,Vibration,Active,65711-4,Vibration Patient Find Pt Ord PhenX,Active,General,False,s2-EHR-Node.skin_sensation.v0.0.1-alpha,id19,/items[id19],
4208,Volume,Active,3169-0,Specimen volume Vol Pt Qn,Active,Lab Test,False,s2-EHR-Node.specimen_measurements.v1.0.2-alpha,id47,/items[id47],
1096,Ward,Active,52835-6,Nursing unit name,Active,General,False,s2-EHR-Admin_entry.episode_institution.v0.0.1-alpha,id23,/data[id19]/items[id23],
4206,Weight,Active,3154-2,Specimen weight Mass Pt Qn,Active,Lab Test,False,s2-EHR-Node.specimen_measurements.v1.0.2-alpha,id21,/items[id21],
3236,Wound Area,Active,89260-4,Area of wound Wound Area Pt Qn,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id40,/items[id40],
3249,Wound bed color,Active,39132-6,Color Wound.base Type Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id55,/items[id55],
3250,Wound Bed Color,Active,39132-6,Color Wound.base Type Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id56,/items[id55]/items[id56],
3251,Wound Bed Color Proportion,Active,89255-4,Area of identified wound bed color/Area of wound bed Wound.base ArArea Pt Qn,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id57,/items[id55]/items[id57],
3248,Wound Bed Tissue Proportion,Active,72370-0,Area of identified wound bed appearance/Area of wound bed Wound.base ArArea Pt Qn,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id54,/items[id52]/items[id54],
3247,Wound Bed Tissue type,Active,72371-8,Appearance Wound.base Aper Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id53,/items[id52]/items[id53],
3234,Wound Depth,Active,39127-6,Depth Wound Len Pt Qn,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id39,/items[id39],
3245,Wound Edge color,Active,39133-4,Color Wound.edge Type Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id50,/items[id50],
3244,Wound Edge description,Active,72304-9,Edge of wound description Wound.edge Type Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id49,/items[id49],
3227,Wound Exudate amount,Active,39116-9,Drainage amount Wound Find Pt Ord,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id206,/items[id206],
3228,Wound Exudate colour,Active,72289-2,Color Wound.exudate Type Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id211,/items[id211],
3231,Wound Exudate present?,Active,89259-6,Exudate Wound PrThr Pt Ord,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id33,/items[id33],
3224,Wound label,Active,81666-0,Wound number Patient ID Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id17,/items[id17],
3232,Wound Length,Active,39126-8,Length Wound Len Pt Qn,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id37,/items[id37],
3252,Wound Periwound description,Active,72301-5,Periwound description Periwound Find Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id58,/items[id58],
3261,Wound Shape,Active,94086-6,Wound shape Wound Shape Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id87,/items[id87],
3243,Wound Tunnelling Description,Active,72298-3,Tunneling Wound Find Pt Ord,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id59,/items[id46]/items[id59],
3240,Wound Tunnelling details,Active,89257-0,Wound tunneling panel Wound - Pt -,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id46,/items[id46],
3258,Wound Type,Active,72300-7,Wound type Wound Type Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id67,/items[id67],
3254,Wound Undermining description,Active,72295-9,Undermining Wound Find Pt Ord,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id60,/items[id60],
3237,Wound Undermining details,Active,89258-8,Wound undermining panel Wound - Pt -,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id42,/items[id42],
3206,Wound Volume,Active,94083-3,Wound volume Wound Vol Pt Qn,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id102,/items[id102],
3233,Wound Width,Active,39125-0,Width Wound Len Pt Qn,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id38,/items[id38],
3225,wound/Tunnelling present?,Active,72298-3,Tunneling Wound Find Pt Ord,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id18,/items[id18],
